Token_Name,txhash,timestamp,from_account,to_account,quantity
0x,0xac231fe8b0951e6a21ffc44797b231ed0e119c652e9920c69d74135e73a03c54,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,39441.5038875082
0x,0xac231fe8b0951e6a21ffc44797b231ed0e119c652e9920c69d74135e73a03c54,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x76833474f8d2cc533f80f0ef15202c9c9b5d94a6,39441.5038875082
0x,0x94acfa0cca39113644d699e92aa9b227d021c6c296b72fbef88b7593cb7ebaad,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,12109.0937500025
0x,0x94acfa0cca39113644d699e92aa9b227d021c6c296b72fbef88b7593cb7ebaad,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x8c5a4c51e3dd88035423a474e717a44c797e084a,12109.0937500025
0x,0x381f5d4b283d4d54f6e021505a8b969e93f55af930cf000dc1b89cf1d9a8b70a,2017-08-15 15:02:07,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,39441.5038875082
0x,0x381f5d4b283d4d54f6e021505a8b969e93f55af930cf000dc1b89cf1d9a8b70a,2017-08-15 15:02:07,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x399f2bd8d07dc02c0f51cb33084185f78206e925,39441.5038875082
0x,0xe273d4ce9f3c570915431335c94fe8c324fcc82f5dbeed3209e4134024d369bf,2017-08-15 15:02:07,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,32487.8125000068
0x,0xe273d4ce9f3c570915431335c94fe8c324fcc82f5dbeed3209e4134024d369bf,2017-08-15 15:02:07,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x3862c588a87daaccde6485be3fb96ad5332ddc3b,32487.8125000068
0x,0x7eaee9d822225a99f0742c18fd104b0e0524f51ba34cee9f2a9b42af95ad6738,2017-08-15 15:02:07,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,39441.5038875082
0x,0x7eaee9d822225a99f0742c18fd104b0e0524f51ba34cee9f2a9b42af95ad6738,2017-08-15 15:02:07,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x00bf8ef866b3d8139c982961f6850fadc17f1d48,39441.5038875082
0x,0xf461b6cf0261bf6b8b32e669aadf81c7d923157dc9613bb697bd95dc7bc710f1,2017-08-15 15:02:07,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,5020.84375000105
0x,0xf461b6cf0261bf6b8b32e669aadf81c7d923157dc9613bb697bd95dc7bc710f1,2017-08-15 15:02:07,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x55b8e58fe3e1a7273a5f47332aa88ee8cbd79a42,5020.84375000105
0x,0x6863043c3aed61a6da272586c9499ef74a85911a716526962410bd6e1ffb0002,2017-08-15 15:02:07,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,39441.5038875082
